csd,borough,school_code,school_name,grade_,program_type,core_subject_(ms_core_and_9_12_only),core_course_(ms_core_and_9_12_only),service_category(k_9*_only),number_of_students_/_seats_filled,number_of_sections,average_class_size,size_of_smallest_class,size_of_largest_class,data_source,schoolwide_pupil_teacher_ratio
1,M,M188,P.S. 188 The Island School,MS Core,CTT,SCIENCE,MS Science Core,-,71.0,3.0,23.7,21.0,26.0,STARS,Unknown
1,M,M188,P.S. 188 The Island School,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,71.0,3.0,23.7,21.0,26.0,STARS,Unknown
1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,ENGLISH,MS English Core,-,13.0,1.0,13.0,13.0,13.0,STARS,Unknown
1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,MATH,MS Math Core,-,13.0,1.0,13.0,13.0,13.0,STARS,Unknown
1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,SCIENCE,MS Science Core,-,13.0,1.0,13.0,13.0,13.0,STARS,Unknown
1,M,M188,P.S. 188 The Island School,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,13.0,1.0,13.0,13.0,13.0,STARS,Unknown
1,M,M188,P.S. 188 The Island School,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.9
1,M,M292,Henry Street School for International Studies,06,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,Unknown
1,M,M292,Henry Street School for International Studies,07,GEN ED,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,Unknown
1,M,M292,Henry Street School for International Studies,07,CTT,-,-,-,19.0,1.0,19.0,19.0,19.0,ATS,Unknown
1,M,M292,Henry Street School for International Studies,08,GEN ED,-,-,-,47.0,2.0,23.5,23.0,24.0,ATS,Unknown
1,M,M292,Henry Street School for International Studies,0K-09,SPEC ED,-,-,12:1,6.0,1.0,6.0,6.0,6.0,ATS,Unknown
1,M,M292,Henry Street School for International Studies,0K-09,SPEC ED,-,-,12:1:1,7.0,1.0,7.0,7.0,7.0,ATS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,ENGLISH,MS English Core,-,85.0,4.0,21.3,19.0,24.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,MATH,MS Math Core,-,39.0,2.0,19.5,19.0,20.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,MATH,Integrated Algebra,-,45.0,2.0,22.5,21.0,24.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,SCIENCE,MS Science Core,-,39.0,2.0,19.5,19.0,20.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,SCIENCE,Living Environment,-,46.0,2.0,23.0,22.0,24.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,61.0,3.0,20.3,19.0,22.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,36.0,2.0,18.0,12.0,24.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,CTT,ENGLISH,MS English Core,-,21.0,1.0,21.0,21.0,21.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,CTT,MATH,MS Math Core,-,21.0,1.0,21.0,21.0,21.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,CTT,SCIENCE,MS Science Core,-,21.0,1.0,21.0,21.0,21.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,21.0,1.0,21.0,21.0,21.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,MS Core,SPEC ED,ENGLISH,MS English Core,-,7.0,1.0,7.0,7.0,7.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,ENGLISH,English 9,-,63.0,3.0,21.0,19.0,25.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,ENGLISH,English 10,-,79.0,3.0,26.3,24.0,31.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,ENGLISH,English 11,-,38.0,2.0,19.0,16.0,22.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,ENGLISH,English 12,-,69.0,3.0,23.0,13.0,30.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,MATH,Integrated Algebra,-,53.0,3.0,17.7,16.0,21.0,STARS,Unknown
1,M,M363,Neighborhood School,0K,GEN ED,-,-,-,45.0,3.0,15.0,11.0,22.0,ATS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,MATH,Geometry,-,32.0,1.0,32.0,32.0,32.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,MATH,Other Math,-,118.0,6.0,19.7,13.0,27.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,SCIENCE,Earth Science,-,125.0,4.0,31.3,28.0,35.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,SCIENCE,Living Environment,-,58.0,2.0,29.0,29.0,29.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,SCIENCE,Chemistry,-,157.0,8.0,19.6,13.0,24.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,SCIENCE,Physics,-,13.0,1.0,13.0,13.0,13.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,SCIENCE,Other Science,-,85.0,4.0,21.3,18.0,24.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,156.0,7.0,22.3,10.0,31.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,186.0,9.0,20.7,15.0,28.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,CTT,ENGLISH,English 9,-,30.0,1.0,30.0,30.0,30.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,CTT,ENGLISH,English 11,-,27.0,1.0,27.0,27.0,27.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,CTT,MATH,Integrated Algebra,-,44.0,2.0,22.0,20.0,24.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,CTT,MATH,Geometry,-,31.0,1.0,31.0,31.0,31.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,CTT,SCIENCE,Earth Science,-,64.0,2.0,32.0,32.0,32.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,CTT,SCIENCE,Living Environment,-,112.0,4.0,28.0,27.0,29.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,25.0,1.0,25.0,25.0,25.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,CTT,SOCIAL STUDIES,US History & Government,-,61.0,3.0,20.3,13.0,29.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,SPEC ED,ENGLISH,English 9,-,15.0,1.0,15.0,15.0,15.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,SPEC ED,MATH,Integrated Algebra,-,15.0,1.0,15.0,15.0,15.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,SPEC ED,SCIENCE,Living Environment,-,30.0,2.0,15.0,15.0,15.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,14.0,1.0,14.0,14.0,14.0,STARS,Unknown
1,M,M292,Henry Street School for International Studies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12.0
1,M,M301,"Technology, Arts, and Sciences Studio",06,GEN ED,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",06,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",07,GEN ED,-,-,-,33.0,2.0,16.5,16.0,17.0,ATS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",08,GEN ED,-,-,-,53.0,2.0,26.5,26.0,27.0,ATS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",08,CTT,-,-,-,26.0,1.0,26.0,26.0,26.0,ATS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",0K-09,SPEC ED,-,-,12:1,25.0,3.0,8.3,2.0,13.0,ATS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,GEN ED,ENGLISH,MS English Core,-,113.0,5.0,22.6,15.0,27.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,GEN ED,MATH,MS Math Core,-,113.0,5.0,22.6,15.0,27.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,GEN ED,SCIENCE,MS Science Core,-,113.0,5.0,22.6,15.0,27.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,113.0,5.0,22.6,15.0,27.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,CTT,ENGLISH,MS English Core,-,46.0,2.0,23.0,21.0,25.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,CTT,MATH,MS Math Core,-,46.0,2.0,23.0,21.0,25.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,CTT,SCIENCE,MS Science Core,-,46.0,2.0,23.0,21.0,25.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,46.0,2.0,23.0,21.0,25.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,SPEC ED,ENGLISH,MS English Core,-,12.0,1.0,12.0,12.0,12.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,SPEC ED,MATH,MS Math Core,-,12.0,1.0,12.0,12.0,12.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,SPEC ED,SCIENCE,MS Science Core,-,12.0,1.0,12.0,12.0,12.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,12.0,1.0,12.0,12.0,12.0,STARS,Unknown
1,M,M301,"Technology, Arts, and Sciences Studio",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.5
1,M,M315,The East Village Community School,0K,GEN ED,-,-,-,14.0,1.0,14.0,14.0,14.0,ATS,Unknown
1,M,M315,The East Village Community School,0K,CTT,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,Unknown
1,M,M315,The East Village Community School,01,GEN ED,-,-,-,22.0,1.0,22.0,22.0,22.0,ATS,Unknown
1,M,M315,The East Village Community School,01,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,Unknown
1,M,M315,The East Village Community School,02,CTT,-,-,-,24.0,2.0,12.0,9.0,15.0,ATS,Unknown
1,M,M315,The East Village Community School,03,GEN ED,-,-,-,17.0,1.0,17.0,17.0,17.0,ATS,Unknown
1,M,M315,The East Village Community School,03,CTT,-,-,-,12.0,1.0,12.0,12.0,12.0,ATS,Unknown
1,M,M315,The East Village Community School,04,GEN ED,-,-,-,14.0,1.0,14.0,14.0,14.0,ATS,Unknown
1,M,M315,The East Village Community School,04,CTT,-,-,-,8.0,1.0,8.0,8.0,8.0,ATS,Unknown
1,M,M315,The East Village Community School,05,CTT,-,-,-,12.0,1.0,12.0,12.0,12.0,ATS,Unknown
1,M,M315,The East Village Community School,0K-09,SPEC ED,-,-,12:1:1,8.0,1.0,8.0,8.0,8.0,ATS,Unknown
1,M,M315,The East Village Community School,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9.6
1,M,M332,University Neighborhood Middle School,06,GEN ED,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,Unknown
1,M,M332,University Neighborhood Middle School,07,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,Unknown
1,M,M332,University Neighborhood Middle School,08,GEN ED,-,-,-,53.0,2.0,26.5,24.0,29.0,ATS,Unknown
1,M,M332,University Neighborhood Middle School,0K-09,SPEC ED,-,-,12:1,10.0,1.0,10.0,10.0,10.0,ATS,Unknown
1,M,M332,University Neighborhood Middle School,0K-09,SPEC ED,-,-,12:1:1,11.0,1.0,11.0,11.0,11.0,ATS,Unknown
1,M,M332,University Neighborhood Middle School,MS Core,GEN ED,MATH,MS Math Core,-,72.0,3.0,24.0,22.0,27.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,MS Core,GEN ED,SCIENCE,MS Science Core,-,72.0,3.0,24.0,22.0,27.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,MS Core,CTT,MATH,MS Math Core,-,22.0,1.0,22.0,22.0,22.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,MS Core,CTT,SCIENCE,MS Science Core,-,22.0,1.0,22.0,22.0,22.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,MS Core,SPEC ED,MATH,MS Math Core,-,22.0,2.0,11.0,10.0,12.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,MS Core,SPEC ED,SCIENCE,MS Science Core,-,22.0,2.0,11.0,10.0,12.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,09-12,GEN ED,ENGLISH,MS English Core,-,20.0,1.0,20.0,20.0,20.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,09-12,GEN ED,ENGLISH,Other English,-,72.0,3.0,24.0,22.0,27.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,09-12,CTT,ENGLISH,MS English Core,-,22.0,1.0,22.0,22.0,22.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,09-12,CTT,ENGLISH,Other English,-,22.0,1.0,22.0,22.0,22.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,09-12,SPEC ED,ENGLISH,MS English Core,-,21.0,2.0,10.5,10.0,11.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,09-12,SPEC ED,ENGLISH,Other English,-,22.0,2.0,11.0,10.0,12.0,STARS,Unknown
1,M,M332,University Neighborhood Middle School,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8.2
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",06,GEN ED,-,-,-,56.0,2.0,28.0,28.0,28.0,ATS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",06,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",07,GEN ED,-,-,-,47.0,2.0,23.5,21.0,26.0,ATS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",07,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",08,GEN ED,-,-,-,58.0,2.0,29.0,28.0,30.0,ATS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",08,CTT,-,-,-,29.0,1.0,29.0,29.0,29.0,ATS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",0K-09,SPEC ED,-,-,12:1:1,21.0,2.0,10.5,9.0,12.0,ATS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,GEN ED,ENGLISH,MS English Core,-,161.0,6.0,26.8,22.0,30.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,GEN ED,MATH,MS Math Core,-,131.0,5.0,26.2,22.0,28.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,GEN ED,MATH,Integrated Algebra,-,30.0,1.0,30.0,30.0,30.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,GEN ED,SCIENCE,MS Science Core,-,131.0,5.0,26.2,22.0,28.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,GEN ED,SCIENCE,Living Environment,-,30.0,1.0,30.0,30.0,30.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,161.0,6.0,26.8,22.0,30.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,CTT,ENGLISH,MS English Core,-,76.0,3.0,25.3,22.0,29.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,CTT,MATH,MS Math Core,-,76.0,3.0,25.3,22.0,29.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,CTT,SCIENCE,MS Science Core,-,76.0,3.0,25.3,22.0,29.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,76.0,3.0,25.3,22.0,29.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,SPEC ED,ENGLISH,MS English Core,-,20.0,2.0,10.0,9.0,11.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,SPEC ED,MATH,MS Math Core,-,20.0,2.0,10.0,9.0,11.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,SPEC ED,SCIENCE,MS Science Core,-,20.0,2.0,10.0,9.0,11.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,20.0,2.0,10.0,9.0,11.0,STARS,Unknown
1,M,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,11.5
1,M,M361,The Children's Workshop School,0K,GEN ED,-,-,-,43.0,2.0,21.5,21.0,22.0,ATS,Unknown
1,M,M361,The Children's Workshop School,01,GEN ED,-,-,-,43.0,3.0,14.3,9.0,23.0,ATS,Unknown
1,M,M361,The Children's Workshop School,02,GEN ED,-,-,-,43.0,3.0,14.3,10.0,19.0,ATS,Unknown
1,M,M361,The Children's Workshop School,03,GEN ED,-,-,-,20.0,3.0,6.7,5.0,9.0,ATS,Unknown
1,M,M361,The Children's Workshop School,04,GEN ED,-,-,-,28.0,3.0,9.3,8.0,11.0,ATS,Unknown
1,M,M361,The Children's Workshop School,05,CTT,-,-,-,34.0,1.0,34.0,34.0,34.0,ATS,Unknown
1,M,M361,The Children's Workshop School,0K-09,SPEC ED,-,-,12:1,7.0,1.0,7.0,7.0,7.0,ATS,Unknown
1,M,M361,The Children's Workshop School,0K-09,SPEC ED,-,-,12:1:1,8.0,1.0,8.0,8.0,8.0,ATS,Unknown
1,M,M363,Neighborhood School,01,GEN ED,-,-,-,38.0,3.0,12.7,11.0,14.0,ATS,Unknown
1,M,M363,Neighborhood School,01,CTT,-,-,-,12.0,1.0,12.0,12.0,12.0,ATS,Unknown
1,M,M363,Neighborhood School,02,GEN ED,-,-,-,37.0,3.0,12.3,11.0,14.0,ATS,Unknown
1,M,M363,Neighborhood School,02,CTT,-,-,-,13.0,1.0,13.0,13.0,13.0,ATS,Unknown
1,M,M363,Neighborhood School,03,GEN ED,-,-,-,40.0,2.0,20.0,20.0,20.0,ATS,Unknown
1,M,M363,Neighborhood School,04,GEN ED,-,-,-,35.0,3.0,11.7,10.0,14.0,ATS,Unknown
1,M,M363,Neighborhood School,04,CTT,-,-,-,13.0,1.0,13.0,13.0,13.0,ATS,Unknown
1,M,M363,Neighborhood School,05,GEN ED,-,-,-,41.0,3.0,13.7,13.0,15.0,ATS,Unknown
1,M,M363,Neighborhood School,05,CTT,-,-,-,12.0,1.0,12.0,12.0,12.0,ATS,Unknown
1,M,M363,Neighborhood School,0K-09,SPEC ED,-,-,12:1:1,14.0,3.0,4.7,3.0,7.0,ATS,Unknown
1,M,M363,Neighborhood School,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,13.3
1,M,M364,Earth School,0K,GEN ED,-,-,-,60.0,3.0,20.0,19.0,21.0,ATS,Unknown
1,M,M364,Earth School,03,GEN ED,-,-,-,43.0,2.0,21.5,21.0,22.0,ATS,Unknown
1,M,M364,Earth School,0K-09,SPEC ED,-,-,12:1:1,19.0,2.0,9.5,9.0,10.0,ATS,Unknown
1,M,M364,Earth School,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,13.7
1,M,M378,School for Global Leaders,06,GEN ED,-,-,-,75.0,3.0,25.0,24.0,26.0,ATS,Unknown
1,M,M378,School for Global Leaders,06,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,Unknown
1,M,M378,School for Global Leaders,07,GEN ED,-,-,-,66.0,3.0,22.0,19.0,24.0,ATS,Unknown
1,M,M378,School for Global Leaders,08,GEN ED,-,-,-,66.0,3.0,22.0,19.0,24.0,ATS,Unknown
1,M,M378,School for Global Leaders,0K-09,SPEC ED,-,-,12:1,12.0,1.0,12.0,12.0,12.0,ATS,Unknown
1,M,M378,School for Global Leaders,0K-09,SPEC ED,-,-,12:1:1,20.0,2.0,10.0,10.0,10.0,ATS,Unknown
1,M,M378,School for Global Leaders,MS Core,GEN ED,MATH,Integrated Algebra,-,33.0,1.0,33.0,33.0,33.0,STARS,Unknown
1,M,M378,School for Global Leaders,09-12,GEN ED,MATH,Integrated Algebra,-,33.0,1.0,33.0,33.0,33.0,STARS,Unknown
1,M,M378,School for Global Leaders,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,13.5
1,M,M448,University Neighborhood High School,09-12,GEN ED,ENGLISH,English 9,-,53.0,3.0,17.7,13.0,27.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,ENGLISH,English 10,-,83.0,5.0,16.6,10.0,26.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,ENGLISH,English 11,-,85.0,4.0,21.3,16.0,26.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,ENGLISH,English 12,-,122.0,6.0,20.3,13.0,29.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,MATH,Integrated Algebra,-,142.0,6.0,23.7,17.0,31.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,MATH,Geometry,-,18.0,1.0,18.0,18.0,18.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,MATH,Trigonometry,-,175.0,7.0,25.0,19.0,29.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,MATH,Other Math,-,25.0,1.0,25.0,25.0,25.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,SCIENCE,Earth Science,-,38.0,2.0,19.0,19.0,19.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,SCIENCE,Living Environment,-,264.0,10.0,26.4,24.0,32.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,SCIENCE,Chemistry,-,108.0,4.0,27.0,23.0,31.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,SCIENCE,Physics,-,46.0,2.0,23.0,23.0,23.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,SCIENCE,Other Science,-,58.0,2.0,29.0,29.0,29.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,277.0,14.0,19.8,12.0,27.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,108.0,5.0,21.6,15.0,32.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,89.0,4.0,22.3,16.0,29.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,CTT,ENGLISH,English 9,-,25.0,1.0,25.0,25.0,25.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,CTT,ENGLISH,English 10,-,28.0,1.0,28.0,28.0,28.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,CTT,MATH,Integrated Algebra,-,77.0,3.0,25.7,21.0,32.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,CTT,SCIENCE,Earth Science,-,102.0,4.0,25.5,23.0,28.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,CTT,SCIENCE,Living Environment,-,303.0,12.0,25.3,22.0,29.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,CTT,SCIENCE,Chemistry,-,98.0,4.0,24.5,18.0,31.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,CTT,SCIENCE,Other Science,-,81.0,3.0,27.0,23.0,29.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,217.0,8.0,27.1,21.0,33.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,CTT,SOCIAL STUDIES,US History & Government,-,50.0,2.0,25.0,20.0,30.0,STARS,Unknown
1,M,M448,University Neighborhood High School,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,30.0,1.0,30.0,30.0,30.0,STARS,Unknown
1,M,M448,University Neighborhood High School,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12.6
1,M,M450,East Side Community School,06,GEN ED,-,-,-,58.0,6.0,9.7,8.0,12.0,ATS,Unknown
4,M,M037,River East Elementary,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9.8
1,M,M450,East Side Community School,06,CTT,-,-,-,5.0,1.0,5.0,5.0,5.0,ATS,Unknown
1,M,M450,East Side Community School,07,GEN ED,-,-,-,46.0,5.0,9.2,7.0,11.0,ATS,Unknown
1,M,M450,East Side Community School,07,CTT,-,-,-,16.0,2.0,8.0,5.0,11.0,ATS,Unknown
1,M,M450,East Side Community School,08,GEN ED,-,-,-,42.0,5.0,8.4,6.0,10.0,ATS,Unknown
1,M,M450,East Side Community School,08,CTT,-,-,-,20.0,2.0,10.0,10.0,10.0,ATS,Unknown
1,M,M450,East Side Community School,0K-09,SPEC ED,-,-,12:1,9.0,1.0,9.0,9.0,9.0,ATS,Unknown
1,M,M450,East Side Community School,0K-09,SPEC ED,-,-,12:1:1,5.0,1.0,5.0,5.0,5.0,ATS,Unknown
1,M,M450,East Side Community School,MS Core,GEN ED,MATH,MS Math Core,-,118.0,7.0,16.9,15.0,19.0,STARS,Unknown
1,M,M450,East Side Community School,MS Core,GEN ED,SCIENCE,MS Science Core,-,97.0,6.0,16.2,12.0,18.0,STARS,Unknown
1,M,M450,East Side Community School,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,81.0,5.0,16.2,15.0,17.0,STARS,Unknown
